user_id,user,tweet_id,text,location,date
399571556,usblackchambers,1442961828909252608,We've partnered with Uber &amp; Lyft to help people of color in urban communities get vaccinated by providing roundtrip… https://t.co/0kLznDf9oz,,2021-09-28 21:18:03+00:00
955560325830541313,xconratbastard,1442961792544636928,"""World needs plenty of bartenders""
https://t.co/MHFw3jv1HG

via @GoogleNews","Rutherford, NJ",2021-09-28 21:17:54+00:00
1186408487582089216,Anukul_AT,1442961775977136130,Gurdwara Sikh Sangat [32 Regan Road] in @CityBrampton will be running a two day COVID-19 vaccine clinic starting to… https://t.co/XCypxR2DIQ,,2021-09-28 21:17:50+00:00
1314367414461706241,50a_org,1442961623853981696,@NYPD79Pct @NYPDBklynNorth @NYPDnews @NYCParks @NYPDChiefPatrol @NYPDCommPartner How about a chat on why they are n… https://t.co/4E6av3LzYv,,2021-09-28 21:17:14+00:00
278328367,sotightwitit,1442961617088438272,"New York's Covid-19 vaccine mandate for health care workers leads to suspension of hundreds of holdouts
https://t.co/ZbNLhLRbrF",,2021-09-28 21:17:13+00:00
16241824,14News,1442961615658254337,"Ind. COVID-19 deaths pass 15K &gt;&gt; 
https://t.co/KhJFDOhEdx https://t.co/azUgtnrGfD",,2021-09-28 21:17:12+00:00
33256849,CSGV,1442961562751299586,The coronavirus isn’t the only serious - or the the most frightening - health threat to some Philadelphia neighborh… https://t.co/WiNJxYKuKH,,2021-09-28 21:17:00+00:00
826526373586014209,Chrisko6379,1442961558368305153,"@Haiduk51 @FalseParacosm @CNBC The scariest part is, for both (vaccine &amp; Covid infection), NOBODY knows the long te… https://t.co/6XJZcoCCIq",,2021-09-28 21:16:59+00:00
21613829,AmySavinParker,1442961554320855041,"@t_laird @mtracey @matthewstoller Here is the most up to date thing I could find.
https://t.co/VyAGKSd93c",,2021-09-28 21:16:58+00:00
1396070093076013060,Boykin4Congress,1442961549602217986,"🎥 Project Veritas released undercover footage exposing two Johnson &amp; Johnson [J&amp;J] officials, who argue children do… https://t.co/E0TE7qhDta",,2021-09-28 21:16:57+00:00
732787392722182144,DelthiaRicks,1442961500474429440,France's Sanofi has halted work on an mRNA Covid vaccine despite positive test results. The company says its vax la… https://t.co/kBIunr7nXY,,2021-09-28 21:16:45+00:00
72552866,USRealityCheck,1442961497538265089,Confusion over Covid-19 boosters lingers as states roll out shots: The sheer breadth of qualifying medical conditio… https://t.co/mAKBJ2hSco,,2021-09-28 21:16:44+00:00
723995111374381056,ymediagroup,1442961476747087872,"#Trudeau lays out five priorities for #Covid-19, says the post-election priority is vaccine mandate for public serv… https://t.co/dQnwQ7dZUc",,2021-09-28 21:16:39+00:00
791638615499636736,CindyMumz,1442961473312014337,@lawnerdbarak @kmkibble75 @mcgill256 @netw3rk Except the first tier wasn’t even boomers. https://t.co/3ttTqcQAdo,,2021-09-28 21:16:38+00:00
14957318,nbcchicago,1442961460674531330,COVID Booster Shot Side Effects Similar to 2nd Vaccine Dose: CDC Study https://t.co/pyeYqEUj3O,,2021-09-28 21:16:35+00:00
3095619081,mark_pyron,1442961454492094464,@NotaBot_Really @KevinPhinfan @Liz_Wheeler Your evidence that the covid vaccines are not safe? From Facebook or Fox… https://t.co/Gptin0bRDR,,2021-09-28 21:16:34+00:00
3352757777,hutufa_com,1442961414671454210,@POTUS @SenatorCardin Zyesami has been through clinical trial. The trial data proved its efficacy and safety for CO… https://t.co/I7hiNrKRYS,,2021-09-28 21:16:24+00:00
4746090250,NBC10Boston,1442961396577169409,COVID Booster Shot Side Effects Similar to 2nd Vaccine Dose: CDC Study https://t.co/bCtdi1XO2v,,2021-09-28 21:16:20+00:00
19788830,FOX23Maine,1442961395385917443,Unvaccinated health care workers in Maine now have one month to comply with the state's COVID vaccine mandate:… https://t.co/F21cuMyXhg,,2021-09-28 21:16:20+00:00
